,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,difficulty
105782,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,3,1.0,1.0,0.0,0.0,0.01,0.05,0.0,255,3,0.01,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,19
105826,150,tcp,telnet,SF,169,143899,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,3,0.06,0.06,0.02,0.0,0.02,0.33,0.0,0.0,normal,19
105832,25,tcp,ftp,SF,324,1054,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,61,0.24,0.02,0.0,0.0,0.0,0.0,0.03,0.1,normal,20
105841,0,tcp,http,SF,331,7054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,normal,21
105859,0,udp,domain_u,SF,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
105885,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,11,1.0,1.0,0.0,0.0,0.09,0.06,0.0,45,10,0.22,0.16,0.02,0.0,1.0,1.0,0.0,0.0,neptune,18
105902,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,19,1.0,1.0,0.0,0.0,0.07,0.05,0.0,255,19,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,20
105909,0,tcp,http,SF,253,1092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,normal,21
105910,0,tcp,http,SF,267,387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,36,0.0,0.0,0.0,0.0,1.0,0.0,0.11,14,255,1.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,normal,21
105924,0,tcp,http,SF,324,1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,14,0.0,0.0,0.0,0.0,1.0,0.0,0.21,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
105930,0,tcp,smtp,SF,129,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,63,0.12,0.61,0.01,0.03,0.01,0.0,0.56,0.0,normal,20
105932,0,tcp,domain,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0.0,0.0,1.0,1.0,0.01,0.06,0.0,255,1,0.0,0.08,0.0,0.0,0.0,0.0,1.0,1.0,neptune,19
105936,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,25,1.0,1.0,0.0,0.0,0.12,0.05,0.0,70,23,0.33,0.11,0.01,0.0,0.97,1.0,0.0,0.0,neptune,18
105952,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,8,1.0,1.0,0.0,0.0,0.04,0.05,0.0,255,8,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
105954,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1,1.0,1.0,0.0,0.0,0.01,0.07,0.0,255,1,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
105965,0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.0,1.0,0.0,0.0,0.5,1.0,0.0,27,1,0.04,0.7,0.7,0.0,0.7,1.0,0.0,0.0,nmap,18
105972,0,udp,domain_u,SF,45,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,147,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,20
105981,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,20
105982,0,tcp,http,SF,247,4815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,14,0.0,0.0,0.0,0.0,1.0,0.0,0.21,40,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,normal,21
105987,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,1.0,1.0,0.0,0.0,0.18,0.08,0.0,255,9,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
105995,0,tcp,http,SF,219,153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,normal,21
105998,0,tcp,http,SF,203,810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106002,0,tcp,http,SF,349,342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,33,0.0,0.0,0.0,0.0,1.0,0.0,0.09,142,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21
106010,0,tcp,http,SF,222,415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal,21
106013,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,0.0,0.4,1.0,0.0,0.6,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,back,16
106029,0,tcp,whois,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,16,1.0,1.0,0.0,0.0,0.07,0.06,0.0,255,14,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0.0,neptune,18
106037,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,57,255,1.0,0.0,0.02,0.16,0.0,0.01,1.0,0.99,normal,20
106038,0,tcp,http,SF,216,808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,255,1.0,0.0,0.11,0.03,0.0,0.0,0.0,0.0,normal,21
106043,0,tcp,ftp_data,SF,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,20
106045,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,3,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,3,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
106052,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,1.0,1.0,0.0,0.0,0.49,0.05,0.0,255,69,0.27,0.02,0.01,0.0,1.0,1.0,0.0,0.0,neptune,19
106054,28,tcp,ftp,SF,1505,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56,16,0.29,0.11,0.02,0.0,0.0,0.0,0.0,0.0,normal,20
106055,0,tcp,http,SF,321,1673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,207,255,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,normal,21
106067,0,udp,domain_u,SF,46,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106098,0,tcp,http,SF,304,3264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,24,0.0,0.0,0.0,0.0,1.0,0.0,0.12,33,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,normal,21
106103,0,tcp,smtp,SF,562,389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107,1,0.99,0.0,0.0,0.0,0.01,0.07,0.0,255,77,0.3,0.05,0.0,0.0,0.45,0.0,0.05,0.03,normal,16
106117,0,tcp,http,SF,179,2943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,18,0.0,0.0,0.0,0.0,1.0,0.0,0.11,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106143,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
106150,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,4,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,neptune,18
106155,0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,79,0.99,0.03,0.01,0.0,0.0,0.0,0.0,0.0,normal,20
106163,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,17,1.0,1.0,0.0,0.0,0.14,0.06,0.0,255,17,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,20
106178,0,tcp,http,SF,308,1096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106180,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,15,1.0,1.0,0.0,0.0,0.1,0.05,0.0,71,5,0.07,0.15,0.01,0.0,1.0,1.0,0.0,0.0,neptune,18
106181,0,tcp,http,SF,295,1263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106191,0,tcp,http,SF,308,3211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,normal,21
106200,0,tcp,http,SF,291,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,normal,20
106207,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,289,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,18
106216,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,9,1.0,1.0,0.0,0.0,0.03,0.05,0.0,255,9,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
106247,0,udp,domain_u,SF,44,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,135,0.0,0.0,0.0,0.0,1.0,0.0,0.01,169,138,0.82,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,21
106248,0,tcp,http,SF,296,351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,14,0.0,0.0,0.0,0.0,1.0,0.0,0.21,84,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21
106251,0,tcp,http,SF,315,5425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
106274,0,tcp,http,SF,274,9145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,255,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,normal,21
106276,0,tcp,http,SF,303,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106283,16,tcp,smtp,SF,584,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,48,150,0.85,0.06,0.02,0.01,0.0,0.0,0.0,0.0,normal,21
106306,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,1,0.06,0.0,0.91,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,0.91,1.0,satan,17
106311,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,16,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,16,0.06,0.08,0.0,0.0,1.0,1.0,0.0,0.0,neptune,20
106313,0,tcp,http,SF,279,3023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.5,58,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,normal,21
106335,1,tcp,smtp,SF,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,78,0.17,1.0,0.17,0.04,0.0,0.0,0.83,0.0,ipsweep,2
106336,0,tcp,http,SF,220,308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.14,1.0,0.0,0.43,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106342,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,38,0.15,0.02,0.15,0.0,0.0,0.0,0.0,0.0,smurf,16
106344,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,16,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,16,0.06,0.08,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
106365,0,tcp,domain,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,9,1.0,1.0,0.0,0.0,0.03,0.05,0.0,255,9,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,20
106371,0,tcp,smtp,SF,916,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,145,0.57,0.03,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106384,0,icmp,eco_i,SF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,238,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ipsweep,15
106388,0,tcp,discard,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,17,0.0,0.0,1.0,1.0,0.06,0.06,0.0,255,17,0.07,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,20
106389,0,udp,domain_u,SF,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,156,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,19
106390,0,tcp,login,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4,1.0,1.0,0.0,0.0,0.03,0.06,0.0,255,4,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,20
106410,0,tcp,smtp,SF,997,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102,78,0.76,0.04,0.01,0.0,0.0,0.0,0.0,0.0,normal,21
106412,0,tcp,http,SF,319,2606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106422,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.67,0.04,0.33,0.01,0.0,0.0,normal,18
106489,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,247,153,0.62,0.03,0.62,0.0,0.01,0.0,0.26,0.0,smurf,18
106492,0,tcp,courier,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,10,1.0,1.0,0.0,0.0,0.08,0.06,0.0,255,19,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,19
106498,1,tcp,smtp,SF,1799,409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,149,135,0.54,0.05,0.01,0.01,0.01,0.0,0.0,0.0,normal,21
106508,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,23,1.0,1.0,0.0,0.0,0.08,0.05,0.0,255,23,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,20
106529,0,tcp,http,SF,239,451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106554,0,tcp,ldap,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,0.0,0.0,1.0,1.0,0.0,0.07,0.0,255,1,0.0,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,19
106565,0,tcp,http,SF,302,2842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,18,0.0,0.0,0.0,0.0,1.0,0.0,0.11,12,255,1.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,normal,21
106574,0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,167,158,0.95,0.02,0.01,0.0,0.0,0.0,0.0,0.0,normal,21
106575,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.14,0.0,0.86,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.12,0.0,0.88,1.0,satan,20
106579,0,tcp,ftp_data,SF,40494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,16,0.06,0.07,0.06,0.0,0.87,0.0,0.0,0.0,normal,18
106582,0,udp,domain_u,SF,44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,243,0.0,0.0,0.0,0.0,1.0,0.01,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
106612,0,tcp,http,SF,293,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
106633,0,udp,domain_u,SF,44,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,194,0.76,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
106646,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,1.0,1.0,0.0,0.0,0.35,0.12,0.0,255,43,0.17,0.04,0.02,0.0,1.0,1.0,0.0,0.0,neptune,18
106654,0,tcp,http,SF,190,464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,8,255,1.0,0.0,0.12,0.05,0.0,0.0,0.0,0.0,normal,21
106662,0,tcp,smtp,SF,11149,923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,37,0.15,0.02,0.0,0.0,0.0,0.0,0.83,0.0,normal,17
106664,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,28,238,1.0,0.0,0.04,0.24,0.0,0.0,1.0,1.0,normal,21
106675,0,udp,domain_u,SF,45,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,309,0.0,0.0,0.0,0.0,1.0,0.01,0.01,255,243,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
106687,0,icmp,eco_i,SF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,23,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,ipsweep,18
106688,0,tcp,smtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,1,1.0,1.0,0.0,0.0,0.0,0.07,0.0,255,1,0.0,0.08,0.0,0.0,1.0,1.0,0.0,0.0,neptune,20
106690,0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,50,1,0.02,0.8,0.84,0.0,0.84,1.0,0.0,0.0,nmap,19
106693,0,tcp,http,SF,319,2313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,25,0.0,0.0,0.0,0.0,1.0,0.0,0.08,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal,21
106725,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,80,0.31,0.2,0.31,0.0,0.0,0.0,0.0,0.0,smurf,20
106729,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,23,1.0,1.0,0.0,0.0,0.12,0.05,0.0,255,23,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
106755,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,18,0.0,0.0,1.0,1.0,0.24,0.07,0.0,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,19
106756,0,tcp,http,SF,228,1120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,normal,21
106772,0,udp,domain_u,SF,44,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,310,0.0,0.0,0.0,0.0,1.0,0.01,0.01,255,243,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
106794,0,tcp,http,SF,238,2327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,48,0.0,0.0,0.0,0.0,1.0,0.0,0.04,230,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,normal,21
106805,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,3,1.0,1.0,0.0,0.0,0.01,0.06,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
106827,0,tcp,http,SF,222,863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,255,1.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,normal,21
106834,0,tcp,http,SF,343,2381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,78,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21
106841,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,5,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
106843,0,tcp,http,SF,255,10081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,normal,21
106861,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19,255,1.0,0.0,0.05,0.24,0.0,0.0,1.0,0.99,normal,21
106887,0,tcp,http,SF,164,4767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.02,0.0,0.0,0.0,0.0,normal,21
106902,0,tcp,http,S1,299,26280,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,15,16,0.07,0.06,0.0,0.0,1.0,0.0,0.12,231,255,1.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,normal,21
106935,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,7,1.0,1.0,0.0,0.0,0.03,0.07,0.0,255,7,0.03,0.09,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
106951,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8,0.0,0.0,1.0,1.0,0.1,0.07,0.0,255,21,0.08,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,18
106957,0,tcp,ftp_data,SF,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,32,1.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,warezclient,11
